TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
ds.Identifier,BRANCH,0.9714285714285714,35,34
ds.Identifier,BRANCH,0.9714285714285714,35,34
ds.Identifier,BRANCH,0.9714285714285714,35,34
